Speaker,Utterance,Dialogue_Act,Dialogue_ID,File_ID
M,¿ A qué ciudad desea viajar ? .,Pregunta,468,Z408_ZB0c6
U,A Barcelona .,Respuesta,468,Z408_ZB0c6
M,¿ Qué día desea salir ? .,Pregunta,468,Z408_ZB0c6
U,El próximo jueves .,Respuesta,468,Z408_ZB0c6
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,468,Z408_ZB0c6
U,El próximo jueves .,Respuesta,468,Z408_ZB0c6
M,"Le consulto horarios de trenes con salida en zaragoza destino barcelona saliendo el jueves , día 22 de abril de 2004 .",Confirmacion,468,Z408_ZB0c6
M,Un momento por favor .,Espera,468,Z408_ZB0c6
M,Hay varios trenes . El primero sale a la una y 50 de la madrugada y el último a las 7 de la tarde .,Respuesta,468,Z408_ZB0c6
M,Desea algo más ? .,Nueva_consulta,468,Z408_ZB0c6
U,¿ Qué horario hay próximo a las diez de la mañana ? entre las diez y las doce .,Pregunta,468,Z408_ZB0c6
M,"Le consulto horarios de zaragoza a barcelona el jueves , día 22 de abril de 2004 entre las 10 y las 12 de la mañana .",Confirmacion,468,Z408_ZB0c6
M,Un momento por favor .,Espera,468,Z408_ZB0c6
M,El único tren que realiza el trayecto es un talgo que sale a las 10 de la mañana .,Respuesta,468,Z408_ZB0c6
M,Desea algo más ? .,Nueva_consulta,468,Z408_ZB0c6
U,¿ Me puedes dar el precio ? .,Pregunta,468,Z408_ZB0c6
M,El precio de ese tren en clase turista es 29 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,468,Z408_ZB0c6
M,Desea algo más ? .,Nueva_consulta,468,Z408_ZB0c6
U,"No , muchas gracias .",Cierre,468,Z408_ZB0c6
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,468,Z408_ZB0c6
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,469,Z408_ZA5a2
U,Quiero saber el horario de un viaje de Madrid,Pregunta,469,Z408_ZA5a2
U,Zaragoza,Pregunta,469,Z408_ZA5a2
U,el día cuatro de octubre .,Pregunta,469,Z408_ZA5a2
M,"Le consulto horarios de trenes con salida en madrid destino zaragoza saliendo el lunes , día 4 de octubre de 2004 .",Confirmacion,469,Z408_ZA5a2
M,Un momento por favor .,Espera,469,Z408_ZA5a2
M,Hay varios trenes . El primero sale a las 7 de la mañana y el último a las 11 de la noche .,Respuesta,469,Z408_ZA5a2
M,Desea algo más ? .,Nueva_consulta,469,Z408_ZA5a2
U,¿ Cuál es el tren que sale más cerca de las doce de la mañana ? .,Pregunta,469,Z408_ZA5a2
M,"Le consulto horarios de madrid a zaragoza el lunes , día 4 de octubre de 2004 entre las 11 y 30 y las 12 y 30 de la mañana .",Confirmacion,469,Z408_ZA5a2
M,Un momento por favor .,Espera,469,Z408_ZA5a2
M,No hay ningún tren que cumpla estos requerimientos .,Respuesta,469,Z408_ZA5a2
M,Desea cambiar alguna de las características solicitadas ? .,Nueva_consulta,469,Z408_ZA5a2
U,¿ El horario podría ser a las dos de la tarde ? .,Pregunta,469,Z408_ZA5a2
M,Un momento por favor .,Espera,469,Z408_ZA5a2
M,El único tren que realiza el trayecto es un extremadura que sale a las 2 de la tarde .,Respuesta,469,Z408_ZA5a2
M,Desea algo más ? .,Nueva_consulta,469,Z408_ZA5a2
U,"No , muchas gracias .",Cierre,469,Z408_ZA5a2
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,469,Z408_ZA5a2
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,471,Z408_ZB5a2
U,Quiero un tren de origen Madrid,Pregunta,471,Z408_ZB5a2
U,destino Alicante .,Pregunta,471,Z408_ZB5a2
M,¿ Quiere saber horarios ? .,Confirmacion,471,Z408_ZB5a2
U,"Sí ,",Afirmacion,471,Z408_ZB5a2
U,para aproximadamente alrededor del uno de agosto .,Respuesta,471,Z408_ZB5a2
M,¿ Quiere viajar a madrid ? .,Confirmacion,471,Z408_ZB5a2
U,"No ,",Negacion,471,Z408_ZB5a2
U,a Alicante .,Respuesta,471,Z408_ZB5a2
M,"Quiere horarios de trenes a alicante ,",Confirmacion,471,Z408_ZB5a2
M,¿ desde zaragoza ? .,Confirmacion,471,Z408_ZB5a2
U,"No ,",Negacion,471,Z408_ZB5a2
U,desde Madrid .,Respuesta,471,Z408_ZB5a2
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,471,Z408_ZB5a2
U,Madrid .,Respuesta,471,Z408_ZB5a2
M,"Le consulto horarios de trenes con salida en madrid destino alicante saliendo el lunes , día 9 de agosto de 2004 .",Confirmacion,471,Z408_ZB5a2
M,Un momento por favor .,Espera,471,Z408_ZB5a2
M,Hay varios trenes . El primero sale a las 7 y 10 de la mañana y el último a las 7 y 45 de la tarde .,Respuesta,471,Z408_ZB5a2
M,Desea algo más ? .,Nueva_consulta,471,Z408_ZB5a2
U,El horario del tren Madrid,Pregunta,471,Z408_ZB5a2
U,a Alicante,Pregunta,471,Z408_ZB5a2
U,pero el uno de agosto .,Pregunta,471,Z408_ZB5a2
M,"Le consulto horarios de trenes con salida en madrid destino alicante saliendo el domingo , día 1 de agosto de 2004 .",Confirmacion,471,Z408_ZB5a2
M,Un momento por favor .,Espera,471,Z408_ZB5a2
M,Hay varios trenes . El primero sale a las 9 y 5 de la mañana y el último a las 7 y 45 de la tarde .,Respuesta,471,Z408_ZB5a2
M,Desea algo más ? .,Nueva_consulta,471,Z408_ZB5a2
U,¿ Qué tipo de tren es el de las siete y cuarto ? .,Pregunta,471,Z408_ZB5a2
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,471,Z408_ZB5a2
U,Tipo de tren del primer tren .,Pregunta,471,Z408_ZB5a2
M,Ese tren es un altaria .,Respuesta,471,Z408_ZB5a2
M,Desea algo más ? .,Nueva_consulta,471,Z408_ZB5a2
U,¿ Qué precio tiene la clase económica ? .,Pregunta,471,Z408_ZB5a2
M,"Los trenes son altaria y en clase turista , el billete cuesta 35 euros la ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,471,Z408_ZB5a2
M,Desea algo más ? .,Nueva_consulta,471,Z408_ZB5a2
U,¿ Qué tipo de tren es el segundo ? .,Pregunta,471,Z408_ZB5a2
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,471,Z408_ZB5a2
U,Tipo de tren del segundo tren .,Pregunta,471,Z408_ZB5a2
M,Ese tren es un altaria .,Respuesta,471,Z408_ZB5a2
M,Desea algo más ? .,Nueva_consulta,471,Z408_ZB5a2
U,¿ Hay otro tipo de trenes ? .,Pregunta,471,Z408_ZB5a2
M,"Hay un único tipo de tren , que es un altaria .",Respuesta,471,Z408_ZB5a2
M,Desea algo más ? .,Nueva_consulta,471,Z408_ZB5a2
U,"Entonces no , gracias .",Cierre,471,Z408_ZB5a2
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,471,Z408_ZB5a2
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,473,V209_VB2a0
U,Hola buenos días . Me gustaría preguntar sobre horarios de trenes con destino a Madrid .,Pregunta,473,V209_VB2a0
M,¿ Puede repetir su consulta ? .,No_entendido,473,V209_VB2a0
U,¿ Mañana,Pregunta,473,V209_VB2a0
U,por la tarde ? .,Pregunta,473,V209_VB2a0
M,¿ Qué día desea salir ? .,Pregunta,473,V209_VB2a0
U,¿ Mañana,Respuesta,473,V209_VB2a0
U,por la tarde ? .,Respuesta,473,V209_VB2a0
M,"Le consulto horarios de trenes con salida en valencia destino madrid saliendo el viernes , día 13 de febrero de 2004 .",Confirmacion,473,V209_VB2a0
M,Un momento por favor .,Espera,473,V209_VB2a0
M,Hay varios trenes . El primero sale a las 2 y 15 de la tarde y llega a las 5 y 50 de la tarde y el último sale a las 8 y 15 de la tarde y llega a las 11 y 50 de la noche .,Respuesta,473,V209_VB2a0
M,Desea algo más ? .,Nueva_consulta,473,V209_VB2a0
U,Desearía saber el precio y el tipo de tren de estos dos horarios que me has dado .,Pregunta,473,V209_VB2a0
M,Le consulto precios .,Confirmacion,473,V209_VB2a0
M,Un momento por favor .,Espera,473,V209_VB2a0
M,"Los trenes son alaris y en clase turista , el billete cuesta 36 con 50 euros la ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,473,V209_VB2a0
M,Desea algo más ? .,Nueva_consulta,473,V209_VB2a0
U,"Sí , ¿ no hay otro tipo de tren que haga la misma ruta ? .",Pregunta,473,V209_VB2a0
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,473,V209_VB2a0
U,¡ Ay ! .,Indefinida,473,V209_VB2a0
M,Perdón . No consigo entenderle .,No_entendido,473,V209_VB2a0
U,"Pregunto , que si hay otro tipo de tren que no sea alaris",Pregunta,473,V209_VB2a0
U,que haga el Valencia,Pregunta,473,V209_VB2a0
U,Madrid .,Pregunta,473,V209_VB2a0
M,¿ Me pregunta por tipos de trenes ? .,Confirmacion,473,V209_VB2a0
U,"Sí ,",Afirmacion,473,V209_VB2a0
U,que hagan el Valencia,Respuesta,473,V209_VB2a0
U,Madrid .,Respuesta,473,V209_VB2a0
M,Le consulto tipos de trenes para el trayecto valencia a madrid .,Confirmacion,473,V209_VB2a0
M,Un momento por favor .,Espera,473,V209_VB2a0
M,"Hay un único tipo de tren , que es un alaris .",Respuesta,473,V209_VB2a0
M,Desea algo más ? .,Nueva_consulta,473,V209_VB2a0
U,"Que no , ya está , muchas gracias .",Cierre,473,V209_VB2a0
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,473,V209_VB2a0
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,474,V209_VC7c0
U,Hola buenos días me gustaría preguntar por precios de viajes de Valencia,Pregunta,474,V209_VC7c0
U,a Cuenca .,Pregunta,474,V209_VC7c0
M,¿ Qué día desea salir ? .,Pregunta,474,V209_VC7c0
U,Pues mañana .,Respuesta,474,V209_VC7c0
M,Le consulto precios de valencia a cuenca .,Confirmacion,474,V209_VC7c0
M,Un momento por favor .,Espera,474,V209_VC7c0
M,"Los trenes son regional y en clase turista , el billete cuesta 9 con 84 euros la ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,474,V209_VC7c0
M,Desea algo más ? .,Nueva_consulta,474,V209_VC7c0
U,Pues me gustaría que me dieras un precio de un billete de ida y vuelta .,Pregunta,474,V209_VC7c0
M,El precio de ese tren en clase turista es 9 con 84 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,474,V209_VC7c0
M,Desea algo más ? .,Nueva_consulta,474,V209_VC7c0
U,¿ Si compro un billete de ida y vuelta cuántos días tengo para volver ? ¿ O tiene que ser la vuelta en el mismo día ? .,Pregunta,474,V209_VC7c0
M,Este servicio no puede informarle sobre esa consulta .,Indefinida,474,V209_VC7c0
U," Vale , pues nada , entonces ya está . Muchas gracias .",Cierre,474,V209_VC7c0
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,474,V209_VC7c0
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,475,V209_VA3c4
U,Hola buenos días mira me gustaría obtener información sobre los horarios de tren para ir desde Valencia,Pregunta,475,V209_VA3c4
U,a Sevilla,Pregunta,475,V209_VA3c4
U,el nueve de abril . Para llegar el nueve de abril,Pregunta,475,V209_VA3c4
U,a Sevilla .,Pregunta,475,V209_VA3c4
M,¿ Qué día desea salir ? .,Pregunta,475,V209_VA3c4
U,pues el día nueve .,Respuesta,475,V209_VA3c4
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,475,V209_VA3c4
U,Hola buenos días quería información sobre un tren para llegar a Sevilla,Pregunta,475,V209_VA3c4
U,el día nueve .,Pregunta,475,V209_VA3c4
M,"¿ Desea salir el viernes , día 9 de abril de 2004 ? .",Confirmacion,475,V209_VA3c4
U,Sí .,Afirmacion,475,V209_VA3c4
M,"Le consulto horarios de trenes con salida en valencia destino sevilla saliendo el viernes , día 9 de abril de 2004 .",Confirmacion,475,V209_VA3c4
M,Un momento por favor .,Espera,475,V209_VA3c4
M,El único tren que realiza el trayecto es un garcía_lorca que sale a las 11 y 30 de la mañana .,Respuesta,475,V209_VA3c4
M,Desea algo más ? .,Nueva_consulta,475,V209_VA3c4
U,"Sí , me gustaría saber cuánto dura el trayecto .",Pregunta,475,V209_VA3c4
M,Ese tren tarda 8 horas y 48 minutos .,Respuesta,475,V209_VA3c4
M,Desea algo más ? .,Nueva_consulta,475,V209_VA3c4
U,"Ya está , muchas gracias .",Cierre,475,V209_VA3c4
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,475,V209_VA3c4
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,477,Z406_ZA8c6
U,"Hola , quería información para ir a Port_Aventura .",Indefinida,477,Z406_ZA8c6
M,¿ Quiere saber horarios ? .,Confirmacion,477,Z406_ZA8c6
U,Horarios y tipo de trenes .,Pregunta,477,Z406_ZA8c6
M,¿ A qué ciudad desea viajar ? .,Pregunta,477,Z406_ZA8c6
U,A Tarragona .,Respuesta,477,Z406_ZA8c6
M,¿ Qué día desea salir ? .,Pregunta,477,Z406_ZA8c6
U,Pues quería salir el viernes que viene,Respuesta,477,Z406_ZA8c6
U,por la mañana .,Respuesta,477,Z406_ZA8c6
M,"Quiere horarios de trenes a tarragona ,",Confirmacion,477,Z406_ZA8c6
M,¿ desde zaragoza ? .,Confirmacion,477,Z406_ZA8c6
U,"No ,",Negacion,477,Z406_ZA8c6
U,desde Cáceres y no sólo quiero horarios también quiero tipo de tren .,Pregunta,477,Z406_ZA8c6
M,"Le consulto horarios de trenes con salida en cáceres destino tarragona saliendo el viernes , día 9 de abril de 2004 .",Confirmacion,477,Z406_ZA8c6
M,Un momento por favor .,Espera,477,Z406_ZA8c6
M,Hay varios trenes . El primero sale a las 7 y 3 de la mañana y el último a las 11 de la noche .,Respuesta,477,Z406_ZA8c6
M,Desea algo más ? .,Nueva_consulta,477,Z406_ZA8c6
U,"Sí , quería saber qué tipo de tren son .",Pregunta,477,Z406_ZA8c6
M,Hay varios tipos de trenes . El tren más rápido es un intercity y el más lento es un trenhotel .,Respuesta,477,Z406_ZA8c6
M,Desea algo más ? .,Nueva_consulta,477,Z406_ZA8c6
U,"Creo que nada más , .",Cierre,477,Z406_ZA8c6
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,477,Z406_ZA8c6
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,478,Z406_ZB0c4
U,"Sí , me quería enterar para un viaje que quiero hacer , a ver a unos amigos .",Indefinida,478,Z406_ZB0c4
M,¿ Quiere saber horarios ? .,Confirmacion,478,Z406_ZB0c4
U,"Pues sí ,",Afirmacion,478,Z406_ZB0c4
U,horarios y precio .,Pregunta,478,Z406_ZB0c4
M,¿ A qué ciudad desea viajar ? .,Pregunta,478,Z406_ZB0c4
U,A Almería .,Respuesta,478,Z406_ZB0c4
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,478,Z406_ZB0c4
U,A Almería .,Respuesta,478,Z406_ZB0c4
M,¿ Qué día desea salir ? .,Pregunta,478,Z406_ZB0c4
U,"Pues quería ir en Semana_Santa , el ocho o el nueve de abril",Respuesta,478,Z406_ZB0c4
U,quería volver,Respuesta,478,Z406_ZB0c4
U,"en el domingo de Pascua , el once de abril .",Respuesta,478,Z406_ZB0c4
M,"Quiere horarios de trenes a almería ,",Confirmacion,478,Z406_ZB0c4
M,¿ desde zaragoza ? .,Confirmacion,478,Z406_ZB0c4
U,Sí .,Afirmacion,478,Z406_ZB0c4
M,"Le consulto horarios de trenes con salida en zaragoza destino almería saliendo el viernes , día 9 de abril de 2004 .",Confirmacion,478,Z406_ZB0c4
M,Un momento por favor .,Espera,478,Z406_ZB0c4
M,Hay varios trenes . El primero sale a las 7 y 3 de la mañana y el último a las 11 de la noche .,Respuesta,478,Z406_ZB0c4
M,Desea algo más ? .,Nueva_consulta,478,Z406_ZB0c4
U,"Pues sí , quería información sobre los precios porque no querría que fuera demasiado caro .",Pregunta,478,Z406_ZB0c4
M,"Hay varios trenes . En clase turista , el tren más caro es un talgo que cuesta 44 euros la ida y el más barato es un diurno que cuesta 32 con 50 euros . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,478,Z406_ZB0c4
M,Desea algo más ? .,Nueva_consulta,478,Z406_ZB0c4
U,"Pues no , creo que no , estoy satisfecho , venga , hasta luego gracias .",Cierre,478,Z406_ZB0c4
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,478,Z406_ZB0c4
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,479,Z406_ZA5a0
U,"Sí , quería saber horarios para hacer un viaje que tengo que ir a una reunión de negocio .",Pregunta,479,Z406_ZA5a0
M,¿ A qué ciudad desea viajar ? .,Pregunta,479,Z406_ZA5a0
U,Quería ir a Vigo .,Respuesta,479,Z406_ZA5a0
M,Lo siento . No he entendido bien . puede repetir ? .,No_entendido,479,Z406_ZA5a0
U,"Sí , Vigo .",Respuesta,479,Z406_ZA5a0
M,¿ Qué día desea salir ? .,Pregunta,479,Z406_ZA5a0
U,Quería ir el miércoles catorce de abril .,Respuesta,479,Z406_ZA5a0
M,"Quiere horarios de trenes a vigo ,",Confirmacion,479,Z406_ZA5a0
M,¿ desde zaragoza ? .,Confirmacion,479,Z406_ZA5a0
U,"No ,",Negacion,479,Z406_ZA5a0
U,"desde Zaragoza no , voy a viajar desde Murcia .",Respuesta,479,Z406_ZA5a0
M,"Le consulto horarios de trenes con salida en murcia destino vigo saliendo el miércoles , día 14 de abril de 2004 .",Confirmacion,479,Z406_ZA5a0
M,Un momento por favor .,Espera,479,Z406_ZA5a0
M,Hay varios trenes . El primero sale a las 7 y 3 de la mañana y el último a las 11 de la noche .,Respuesta,479,Z406_ZA5a0
M,Desea algo más ? .,Nueva_consulta,479,Z406_ZA5a0
U,"Pues no , son pocos trenes yo quería a partir de las cuatro de la tarde , pero , y a las once .",Pregunta,479,Z406_ZA5a0
M,Un momento por favor .,Espera,479,Z406_ZA5a0
M,Sólo hay dos trenes . El primero sale a las 10 y 3 de la noche y llega a las 7 de la mañana y el otro sale a las 11 de la noche y llega a las 8 de la mañana .,Respuesta,479,Z406_ZA5a0
M,Desea algo más ? .,Nueva_consulta,479,Z406_ZA5a0
U,"No , está bien , gracias , hasta luego .",Cierre,479,Z406_ZA5a0
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,479,Z406_ZA5a0
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,482,B203_BC5c2
U,"Hola , quiero saber el horario y precio del viaje de ida y vuelta",Pregunta,482,B203_BC5c2
U,de Alicante,Pregunta,482,B203_BC5c2
U,a Valencia,Pregunta,482,B203_BC5c2
U,saliendo el nueve y volviendo el día doce .,Pregunta,482,B203_BC5c2
M,"Quiere horarios de trenes a valencia ,",Confirmacion,482,B203_BC5c2
M,¿ desde bilbao ? .,Confirmacion,482,B203_BC5c2
U,"No ,",Negacion,482,B203_BC5c2
U,a Valencia,Respuesta,482,B203_BC5c2
U,desde Alicante .,Respuesta,482,B203_BC5c2
M,¿ Qué día desea salir ? .,Pregunta,482,B203_BC5c2
U,El nueve de septiembre .,Respuesta,482,B203_BC5c2
M,"¿ Desea salir el jueves , día 9 de septiembre de 2004 ? .",Confirmacion,482,B203_BC5c2
U,Sí .,Afirmacion,482,B203_BC5c2
M,"Le consulto horarios de trenes con salida en alicante destino valencia saliendo el jueves , día 9 de septiembre de 2004 .",Confirmacion,482,B203_BC5c2
M,Un momento por favor .,Espera,482,B203_BC5c2
M,Hay varios trenes . El primero sale a las 6 y 55 de la mañana y el último a las 7 de la tarde .,Respuesta,482,B203_BC5c2
M,Desea algo más ? .,Nueva_consulta,482,B203_BC5c2
U,"Sí , quiero saber si puedo volver",Pregunta,482,B203_BC5c2
U,el día doce .,Pregunta,482,B203_BC5c2
M,¿ Quiere saber horarios ? .,Confirmacion,482,B203_BC5c2
U,Sí .,Afirmacion,482,B203_BC5c2
M,"Le consulto horarios de trenes con salida en valencia destino alicante saliendo el domingo , día 12 de septiembre de 2004 .",Confirmacion,482,B203_BC5c2
M,Un momento por favor .,Espera,482,B203_BC5c2
M,Hay varios trenes . El primero sale a las 7 y 4 de la mañana y el último a las 9 de la noche .,Respuesta,482,B203_BC5c2
M,Desea algo más ? .,Nueva_consulta,482,B203_BC5c2
U,Quiero saber si alguno es euromed .,Pregunta,482,B203_BC5c2
M,"Le consulto horarios de trenes con salida en valencia destino alicante saliendo el domingo , día 12 de septiembre de 2004 en euromed .",Confirmacion,482,B203_BC5c2
M,Un momento por favor .,Espera,482,B203_BC5c2
M,Hay varios trenes . El primero sale a las 12 de la mañana y el último a las 9 de la noche .,Respuesta,482,B203_BC5c2
M,Desea algo más ? .,Nueva_consulta,482,B203_BC5c2
U,"Sí , quiero saber el precio del viaje de ida y vuelta .",Pregunta,482,B203_BC5c2
M,Le consulto precios de alicante a valencia .,Confirmacion,482,B203_BC5c2
M,Un momento por favor .,Espera,482,B203_BC5c2
M,"Los trenes son euromed y en clase turista , el billete cuesta 22 con 50 euros la ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .",Respuesta,482,B203_BC5c2
M,Desea algo más ? .,Nueva_consulta,482,B203_BC5c2
U,Quiero un billete de ida y vuelta .,Pregunta,482,B203_BC5c2
M,Le consulto precios .,Confirmacion,482,B203_BC5c2
M,Un momento por favor .,Espera,482,B203_BC5c2
M,El primer tren es un euromed y su precio en clase turista es 22 con 50 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,482,B203_BC5c2
M,Desea algo más ? .,Nueva_consulta,482,B203_BC5c2
U,No .,Cierre,482,B203_BC5c2
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,482,B203_BC5c2
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,484,Z401_ZB3a3
U,"Buenos días , mire , quería un billete de ida",Pregunta,484,Z401_ZB3a3
U,desde Zaragoza,Pregunta,484,Z401_ZB3a3
U,a Madrid,Pregunta,484,Z401_ZB3a3
U,para el próximo lunes seis de abril,Pregunta,484,Z401_ZB3a3
U,de diez a once de la mañana y ¿ qué tipo de trenes tiene ? .,Pregunta,484,Z401_ZB3a3
M,¿ Quiere saber horarios ? .,Confirmacion,484,Z401_ZB3a3
U,"Sí ,",Afirmacion,484,Z401_ZB3a3
U,horario y precio .,Pregunta,484,Z401_ZB3a3
M,¿ A qué ciudad desea viajar ? .,Pregunta,484,Z401_ZB3a3
U,A Madrid .,Respuesta,484,Z401_ZB3a3
M,"Quiere horarios de trenes a madrid ,",Confirmacion,484,Z401_ZB3a3
M,¿ desde zaragoza ? .,Confirmacion,484,Z401_ZB3a3
U,"Sí ,",Afirmacion,484,Z401_ZB3a3
U,horario y precio .,Pregunta,484,Z401_ZB3a3
M,¿ Qué día desea salir ? .,Pregunta,484,Z401_ZB3a3
U,El próximo lunes seis de abril .,Respuesta,484,Z401_ZB3a3
M,"Le consulto horarios de trenes con salida en zaragoza destino madrid saliendo el lunes , día 5 de abril de 2004 .",Confirmacion,484,Z401_ZB3a3
M,Un momento por favor .,Espera,484,Z401_ZB3a3
M,Hay varios trenes . El primero sale a las 2 y 48 de la madrugada y el último a las 7 y 10 de la tarde .,Respuesta,484,Z401_ZB3a3
M,Desea algo más ? .,Nueva_consulta,484,Z401_ZB3a3
U,"¿ Qué precio tiene el Ave ? , puede ser .",Pregunta,484,Z401_ZB3a3
M,"Le consulto horarios de trenes con salida en zaragoza destino madrid saliendo el lunes , día 5 de abril de 2004 en ave .",Confirmacion,484,Z401_ZB3a3
M,Un momento por favor .,Espera,484,Z401_ZB3a3
M,No hay ningún tren que cumpla estos requerimientos .,Respuesta,484,Z401_ZB3a3
M,Desea cambiar alguna de las características solicitadas ? .,Nueva_consulta,484,Z401_ZB3a3
U,"Sí , bueno ¿ qué precio tiene un tren que salga pues sobre las diez de la mañana ? ¿ a las diez o a las once de la mañana ? .",Pregunta,484,Z401_ZB3a3
M,"Le consulto horarios de zaragoza a madrid el lunes , día 5 de abril de 2004 entre las 10 y las 11 de la mañana .",Confirmacion,484,Z401_ZB3a3
M,Un momento por favor .,Espera,484,Z401_ZB3a3
M,El único tren que realiza el trayecto es un talgo que sale a las 10 y 30 de la mañana y llega a la una y 35 de la tarde .,Respuesta,484,Z401_ZB3a3
M,Desea algo más ? .,Nueva_consulta,484,Z401_ZB3a3
U,"Sí , ¿ qué precio tiene este tren ? .",Pregunta,484,Z401_ZB3a3
M,El precio de ese tren en clase turista es 28 con 50 euros el billete de ida . Recuerde que el billete de ida y vuelta siempre supone un ahorro del 20 por ciento .,Respuesta,484,Z401_ZB3a3
M,Desea algo más ? .,Nueva_consulta,484,Z401_ZB3a3
U,"No , gracias .",Cierre,484,Z401_ZB3a3
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,484,Z401_ZB3a3
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,485,Z401_ZA8c1
U,Quería un billete de tren de Valencia,Pregunta,485,Z401_ZA8c1
U,a Barcelona,Pregunta,485,Z401_ZA8c1
U,para acudir esta noche a un concierto para hoy .,Pregunta,485,Z401_ZA8c1
M,¿ Qué día desea salir ? .,Pregunta,485,Z401_ZA8c1
U,Deseo salir hoy,Respuesta,485,Z401_ZA8c1
U,"por la mañana , si me podría decir qué horarios hay y qué tipo de tren .",Pregunta,485,Z401_ZA8c1
M,"Le consulto horarios de valencia a barcelona el jueves , día 1 de abril de 2004 entre las 7 de la mañana y la una de la tarde .",Confirmacion,485,Z401_ZA8c1
M,Un momento por favor .,Espera,485,Z401_ZA8c1
M,Hay varios trenes . El primero sale a las 8 y 35 de la mañana y llega a las 11 y 33 de la mañana y el último sale a las 11 y 5 de la mañana y llega a las 2 y 3 de la tarde .,Respuesta,485,Z401_ZA8c1
M,Desea algo más ? .,Nueva_consulta,485,Z401_ZA8c1
U,"Sí , el primer tren",Pregunta,485,Z401_ZA8c1
U,a las ocho treinta cinco ¿ qué tipo de tren es ? .,Pregunta,485,Z401_ZA8c1
M,Ese tren es un euromed .,Respuesta,485,Z401_ZA8c1
M,Desea algo más ? .,Nueva_consulta,485,Z401_ZA8c1
U,"No , gracias .",Cierre,485,Z401_ZA8c1
M,Gracias por utilizar este servicio . Feliz viaje .,Cierre,485,Z401_ZA8c1
M,Bienvenido al servicio de información de trenes . ¿ En qué puedo ayudarle? .,Apertura,486,Z401_ZB9c7
U,"Buenos días , mire , quería un billete de ida",Pregunta,486,Z401_ZB9c7
U,de Oviedo,Pregunta,486,Z401_ZB9c7
U,a Santander,Pregunta,486,Z401_ZB9c7
U,para el próximo lunes seis de abril,Pregunta,486,Z401_ZB9c7
U,"para llegar antes de las diez y media ,",Pregunta,486,Z401_ZB9c7
U,en talgo si es posible .,Pregunta,486,Z401_ZB9c7
M,¿ Quiere saber horarios ? .,Confirmacion,486,Z401_ZB9c7
U,"Sí ,",Afirmacion,486,Z401_ZB9c7
U,horarios y precios .,Pregunta,486,Z401_ZB9c7
M,¿ Qué día desea salir ? .,Pregunta,486,Z401_ZB9c7
U,El próximo lunes seis de abril .,Respuesta,486,Z401_ZB9c7
U,Quería viajar en talgo ¿ qué precio tiene ? .,Pregunta,486,Z401_ZB9c7
M,¿ Desea hacer el viaje en un talgo ? .,Confirmacion,486,Z401_ZB9c7
U,"Sí ,",Afirmacion,486,Z401_ZB9c7
