Speaker,Utterance,Dialogue_Act,Dialogue_ID
S_28_U12,Ah non lo sapevo. Ehm... che... che mi dici della carne? Ehm... quante volte a settimana posso mangiare carne?,INFO-REQUEST,21
S_28_S13,Ogni cellula e tessuto del corpo contiene proteine. Una donna di 55 kili ha bisogno di 40 o 50...,OFFER-GIVE-INFO,21
S_28_U13,E quali sono gli alimenti che contengono proteine?,INFO-REQUEST,21
S_28_S14,"Le proteine necessarie possono essere assunte con due o tre porzioni di carne, latte, uova. Oppure...",OFFER-GIVE-INFO,21
S_28_U14,Eh... il pesce?,INFO-REQUEST,21
S_28_S15,"I grassi insaturi si trovano in alcuni pesci, il cosiddetto pesce azzurro, e in alcuni oli vegetali... Una carenza di grassi insaturi provoca alterazioni della struttura e nella funzione di enzimi, determinando un certo numero di disturbi...",PERSUASION-SUGGEST,21
S_28_U15,E quante volte a settimana è consigliato mangiare pesce?,INFO-REQUEST,21
S_28_S16,"Mi dispiace, non so rispondere a questa domanda",ANSWER,21
S_28_U16,Non fa niente. Hai altro da chiedermi?,SOLICITATION-REQ_CLARIFICATION,21
S_28_S17,Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,OFFER-GIVE-INFO,21
S_28_U17,"Mmm... si, sulla quantità delle varie portate.",INFO-REQUEST,21
S_28_S18,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza...",PERSUASION-SUGGEST,21
S_28_U18,Ehm… a colazione?,INFO-REQUEST,21
S_28_S19,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,21
S_28_U19,Ho capito.,AGREE,21
S_28_S20,Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,21
S_28_U20,"No, ritengo che sia giusta. Anche… per quello che mi hai detto. Perché… si mangiare carne una volta a settimana…",STATEMENT,21
S_28_S21,"Hai mai riflettuto sull’importanza che ha, per te, mangiar bene e sentirti in forma?",QUESTION,21
S_28_U21,"Sì, è importante per.. soprattutto per la salute. Poi per acquisire un certo quantitativo di calorie che permettono di portare avanti il lavoro quotidiano e le varie attività.",STATEMENT,21
S_28_S22,"Vedo che, complessivamente, fai attenzione alla tua dieta, e ne sono contenta Resisti alle tentazioni, si vede che tieni alla tua salute e al tuo aspetto!",ENCOURAGE-SORRY,21
S_28_U22,"Grazie, grazie! Ci sono altri consigli che vuoi darmi?",KIND-ATTITUDE_SMALL-TALK,21
S_28_S23,"Posso darti dei suggerimenti su quale potrebbe essere  una dieta corretta per te, se vuoi.",OFFER-GIVE-INFO,21
S_28_U23,Dimmi...,SOLICITATION-REQ_CLARIFICATION,21
S_28_S24,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,21
S_28_U24,Sono dovute a… a abitudini familiari che sono state portate avanti negli anni.,STATEMENT,21
S_28_S25,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,21
S_28_U25,"No no, mi sembra giusto. Anzi, dovrei mettere su qualche chilo.",STATEMENT,21
S_28_S26,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,21
S_28_U26,"va bene, lo farò. Ok, io ti saluto.",AGREE,21
S_28_S27,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,21
S_28_U27,"va bene, ti ringrazio. Ciao!",CLOSING,21
S_28_S28,Grazie e arrivederci!,CLOSING,21
S_24_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,22
S_24_U1,"Ciao, io mi chiamo…",OPENING,22
S_24_S2,Cosa mangi di solito?,QUESTION,22
S_24_U2,Gli spaghetti. Spaghetti al pomodoro,STATEMENT,22
S_24_S3,"Ah, bene! Che cosa hai mangiato per colazione?",QUESTION,22
S_24_U3,due biscotti e un caffè,STATEMENT,22
S_24_S4,Che cosa hai mangiato per cena?,QUESTION,22
S_24_U4,un po’ di formaggio,STATEMENT,22
S_24_S5,Ti alimenti spesso in questa maniera?,QUESTION,22
S_24_U5,Spesso,GENERIC-ANSWER,22
S_24_S6,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,22
S_24_U6,Mangio un po’ di carne… bevo un po’ di birra… e mangio un po’ di verdura,STATEMENT,22
S_24_S7,Ti piacciono frutta e  verdura?,QUESTION,22
S_24_U7,Tanto,GENERIC-ANSWER,22
S_24_S8,Fantastico! Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,PERSUASION-SUGGEST,22
S_24_U8,Quante birre al giorno posso bere?,INFO-REQUEST,22
S_24_S9,"Mi dispiace, non so rispondere a questa domanda",ANSWER,22
S_24_U9,quanti caffè al giorno posso bere?,INFO-REQUEST,22
S_24_S10,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,22
S_24_U10,Quanta carne devo mangiare?,INFO-REQUEST,22
S_24_S11,"Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",PERSUASION-SUGGEST,22
S_24_U11,E posso mangiare 150 grammi di pasta?,INFO-REQUEST,22
S_24_S12,"Credo di sì In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati",PERSUASION-SUGGEST,22
S_24_U12,"E la carne, non ne devo mangiare molta, è vero?",INFO-REQUEST,22
S_24_S13,Credo di no,ANSWER,22
S_24_U13,E le uova?,INFO-REQUEST,22
S_24_S14,"Le proteine necessarie possono essere assunte con due o tre porzioni di carne, latte, uova. Oppure...",OFFER-GIVE-INFO,22
S_24_U14,I latticini li posso mangiare?,INFO-REQUEST,22
S_24_S15,Credo di sì,ANSWER,22
S_24_U15,E a te cosa piace mangiare?,KIND-ATTITUDE_SMALL-TALK,22
S_24_S16,Forse dimentichi che sono un agente artificiale. Gli agenti artificiali vivono in un mondo virtuale...,TALK-ABOUT-SELF,22
S_24_U16,E poi possono anche parlare!,KIND-ATTITUDE_SMALL-TALK,22
S_24_S17,Sì,ANSWER,22
S_24_U17,E fare le domande intelligenti...,KIND-ATTITUDE_SMALL-TALK,22
S_24_S18,Può darsi Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze...?,QUESTION,22
S_24_U18,"Sì, penso proprio di si. Forse un po’ troppo",GENERIC-ANSWER,22
S_24_S19,"Scusa non ho capito, cosa intendi dire?",ANSWER,22
S_24_U19,"che mangio un po’ troppo. Almeno cosi dice mio nipote, Giuseppe.",STATEMENT,22
S_24_S20,"Ah, bene!  Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,22
S_24_U20,Vorrei cambiarlo,STATEMENT,22
S_24_S21,Per quale motivo non hai mai provato?,QUESTION,22
S_24_U21,"Io ho provato, un sacco di volte, non ci sono mai riuscito.",STATEMENT,22
S_24_S22,Quali sono i problemi che hai incontrato?,QUESTION,22
S_24_U22,Nessun problema. Soltanto che… non riuscivo a perdere peso.,STATEMENT,22
S_24_S23,"Oh, mi dispiace! E dimmi: qual e' ora la tua situazione?",QUESTION,22
S_24_U23,Che voglio dimagrire!,STATEMENT,22
S_24_S24,"Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo può rientrare in uno... Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete Posso darti dei suggerimenti su quale potrebbe essere  una dieta corretta per te, se vuoi.",PERSUASION-SUGGEST,22
S_24_U24,Grazie,KIND-ATTITUDE_SMALL-TALK,22
S_24_S25,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,22
S_24_U25,No,GENERIC-ANSWER,22
S_24_S26,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,22
S_24_U26,"Sono abitudini normali, non sono abitudini eccezionali.",STATEMENT,22
S_24_S27,Molti pensano che mangiare sia soltanto un piacere o un modo per sopravvivere. Invece contribuisce...,PERSUASION-SUGGEST,22
S_24_U27,Posso fumare una sigaretta?,INFO-REQUEST,22
S_24_S28,Credo di no Difficile resistere alle tentazioni!,ENCOURAGE-SORRY,22
S_24_U28,Ma fumare fa bene?,INFO-REQUEST,22
S_24_S29,No,ANSWER,22
S_24_U29,Perché?,INFO-REQUEST,22
S_24_S30,"Mi dispiace, non ho altri argomenti da utilizzare per convincerti. E' stato davvero piacevole interagire con te. Torna pure quando vuoi.",CLOSING,22
S_24_U30,Arrivederci. Grazie!,KIND-ATTITUDE_SMALL-TALK,22
S_24_S31,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,22
S_24_U31,Grazie!,KIND-ATTITUDE_SMALL-TALK,22
T_27_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta. Quali sono le tue abitudini alimentari?",OPENING,23
T_27_U1,pranzo colazione cena,STATEMENT,23
T_27_S2,Che cosa hai mangiato per pranzo?,QUESTION,23
T_27_U2,pasta pesce verdura frutta,STATEMENT,23
T_27_S3,Che cosa hai mangiato per colazione?,QUESTION,23
T_27_U3,latte e caffe,STATEMENT,23
T_27_S4,Ti piacciono frutta e  verdura?,QUESTION,23
T_27_U4,non eccessivamente,STATEMENT,23
T_27_S5,Ti attirano molto i dolci?,QUESTION,23
T_27_U5,si,GENERIC-ANSWER,23
T_27_S6,Che pensi di un piatto di frittura?,QUESTION,23
T_27_U6,"non mi piace molto, troppo oleosa",STATEMENT,23
T_27_S7,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,23
T_27_U7,forse non è troppo corretta,STATEMENT,23
T_27_S8,Hai mai desiderato di cambiare dieta?,QUESTION,23
T_27_U8,non troppo,GENERIC-ANSWER,23
T_27_S9,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,23
T_27_U9,vorrei che diminuisse,STATEMENT,23
T_27_S10,"Prova a riflettere, con calma, su quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze di cui avresti bisogno?",QUESTION,23
T_27_U10,si,GENERIC-ANSWER,23
T_27_S11,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,23
T_27_U11,abitudine,STATEMENT,23
T_27_S12,"Hai mai riflettuto se sia o no importante, per te, mangiare in modo sano ed equilibrato e sentirti bene e in forma?",QUESTION,23
T_27_U12,si,GENERIC-ANSWER,23
T_27_S13,"Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare a risponderti, anche se le mie conoscenze sono ancora incomplete.",OFFER-GIVE-INFO,23
T_27_U13,come mangiare in modo sano e completo,INFO-REQUEST,23
T_27_S14,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenerti in forma, dovresti cercare di variare , per quanto possibile, i cibi contenuti nella tua dieta. Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo puo' rientrare in uno stile di vita sano, se moderazione ed equilibrio sono rispettati. Bilanciare l'assunzione di alimenti significa introdurre una quantita' sufficiente, ma non eccessiva, di ogni  sostanza. Se le porzioni sono mantenute entro limiti ragionevoli, non occorre eliminare i cibi preferiti. In una dieta equilibrata, almeno la meta' delle calorie totali dovrebbe provenire da cibi a base di carboidrati. Che pensi di un piatto di spaghetti?",PERSUASION-SUGGEST,23
T_27_U14,generalemente mi piace,STATEMENT,23
T_27_S15,"I carboidrati aiutano a tenere sotto controllo il peso e ad evitare un accumulo di grassi, fornendo il carburante immediamente disponibile per l'attivita' fisica, mentre le fibre alimentari aiutano l'intestino a funzionare correttamente. Soprattutto se abbinati ad una attivita' fisica costante, i carboidrati sono, quindi, fondamentali per una corretta funzione alimentare e sono un combustibile importante per cervello e muscoli.",PERSUASION-SUGGEST,23
T_27_U15,quali cibi contengono carboidrati,INFO-REQUEST,23
T_27_S16,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,23
T_27_U16,continui nelle informazioni,SOLICITATION-REQ_CLARIFICATION,23
T_27_S17,"Una carenza di carboidrati alimentari porta l'organismo a ricorrere ad altre sostanze reperite dai depositi, e non sempre dai depositi di grasso; cio' causa squilibri dannosi per l'organismo. Per esempio, rende il fegato molto piu' vulnerabile e puo' peggiorare la salute dei reni.",PERSUASION-SUGGEST,23
T_27_U17,qual è il quantitativo consentito di dolci per una sana alimentazione,INFO-REQUEST,23
T_27_S18,"I dolci sono da evitare, ovvero da limitare a particolari occasioni. Sono da preferire i gelati alla frutta e i dolci secchi o con marmellata, evitando quelli farciti con panna o creme elaborate, e, quindi, ricchi in grassi e calorie.",PERSUASION-SUGGEST,23
T_27_U18,è consigliato mangiare pasta ogni giorno,INFO-REQUEST,23
T_27_S19,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza, un piccolo piatto di pasta o 50 grammi di gelato. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",OFFER-GIVE-INFO,23
T_27_U19,quale quantita di pasta al giorno è consigliata,INFO-REQUEST,23
T_27_S20,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,23
T_27_U20,quanta frutta al giorno è consigliabile mangiare,INFO-REQUEST,23
T_27_S21,"Diverse ricerche hanno dimostrato l'importanza di una dieta ricca di vegetali  e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. Una porzione consiste, ad esempio, in una mela, due o tre cucchiai di verdure congelate o un bicchiere di succo di frutta. In generale, si  consiglia un consumo quotidiano di una porzione di verdura cotta e una di verdura cruda, e di due o tre porzioni di frutta fresca.",PERSUASION-SUGGEST,23
T_27_U21,che importanta ha l'acqua in una dieta alimentare,INFO-REQUEST,23
T_27_S22,"Mi dispiace davvero, ma non so rispondere a questa domanda Meglio ingerire la verdura fresca prima del pasto, per raggiungere rapidamente il senso di sazieta', e meglio non consumare frutta zuccherina a fine pasto, per evitare problemi di digestione.",PERSUASION-SUGGEST,23
T_15_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,24
T_15_U1,ciao io sono giuglia,OPENING,24
T_15_S2,Quali sono le tue abitudini alimentari?,QUESTION,24
T_15_U2,mangio quasi tutto,STATEMENT,24
T_15_S3,Che cosa hai mangiato per pranzo?,QUESTION,24
T_15_U3,non ho ancora pranzato,STATEMENT,24
T_15_S4,Che cosa hai mangiato per colazione?,QUESTION,24
T_15_U4,oggi ho preso solo due espressini e tu,STATEMENT,24
T_15_S5,Forse dimentichi che io sono un agente artificiale,TALK-ABOUT-SELF,24
T_15_U5,"non mangi, come ti nutri''",KIND-ATTITUDE_SMALL-TALK,24
T_15_S6,"Non sono in grado di mangiare, e quindi non seguo diete particolari .",TALK-ABOUT-SELF,24
T_15_U6,se non fai diete come puoi dare consigli agli altri sulle diete?,REJECT,24
T_15_S7,"Chiedo scusa, non so rispondere a questa domanda. Che pensi di un bel piatto di spaghetti?",QUESTION,24
T_15_U7,gli spaghetti mi piacciono molto,STATEMENT,24
T_15_S8,che pensi di un bel piatto di frittura?,QUESTION,24
T_15_U8,la frittura fa male al fegato ma la mangio molto volentieri,STATEMENT,24
T_15_S9,Ti attirano molto i dolci?,QUESTION,24
T_15_U9,sono la mia passione,STATEMENT,24
T_15_S10,"pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,24
T_15_U10,no vorrei solo essere un po' più regolare,STATEMENT,24
T_15_S11,"Hai mai riflettuto su quanto sia importante, per te, mangiare bene e sentirti in forma? Hai mai riflettuto se sia o no importante, per te, mangiare in modo sano ed equilibrato e sentirti bene e in forma?",QUESTION,24
T_15_U11,SI ma comunque tu non hai risposto alla mia domanda,SOLICITATION-REQ_CLARIFICATION,24
T_15_S12,"Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo puo' rientrare in uno stile di vita sano, se moderazione ed equilibrio sono rispettati. Bilanciare l'assunzione di alimenti significa introdurre una quantita' sufficiente, ma non eccessiva, di ogni  sostanza. Se le porzioni sono mantenute entro limiti ragionevoli, non occorre eliminare i cibi preferiti.",PERSUASION-SUGGEST,24
T_15_U12,va bene risposta abbastanza intelligente,AGREE,24
T_15_S13,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,24
T_15_U13,alle mie voglie,STATEMENT,24
T_15_S14,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata prima di assumere altri cibi.",PERSUASION-SUGGEST,24
T_15_U14,no assolutamente,GENERIC-ANSWER,24
T_15_S15,Mangiare ad orari fissi e' un modo per evitare di saltare i pasti e di trascurare sostanze che spesso non vengono compensate nei pasti successivi.,PERSUASION-SUGGEST,24
T_15_U15,mi ripeti la domanda perfavore,SOLICITATION-REQ_CLARIFICATION,24
T_15_S16,Mangiare ad orari fissi e' un modo per evitare di saltare i pasti e di trascurare sostanze che spesso non vengono compensate nei pasti successivi.,PERSUASION-SUGGEST,24
T_15_U16,non sempre,REJECT,24
T_15_S17,"Scusa, non ho capito: cosa intendi dire?",ANSWER,24
T_15_U17,qualche volta si può anche saltare un pasto penso che non succede nulla,REJECT,24
T_15_S18,Credo di si,ANSWER,24
T_15_U18,che può succedere?,SOLICITATION-REQ_CLARIFICATION,24
T_15_S19,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,24
T_15_U19,non sai rispondere xchè tu non mangi,REJECT,24
T_15_S20,Forse dimentichi che io sono un agente artificiale,TALK-ABOUT-SELF,24
T_15_U20,non l'ho dimenticato ma tu non sai rispondere perchè non mangi,REJECT,24
T_15_S21,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,24
T_15_U21,non era una domanda ere solo una constatazione,SOLICITATION-REQ_CLARIFICATION,24
T_15_S22,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma, bisogna diversificare i i cibi contenuti nella dieta.",PERSUASION-SUGGEST,24
T_15_U22,questo lo so,AGREE,24
T_15_S23,"Ah, bello!",ENCOURAGE-SORRY,24
T_15_U23,non ho capito ripeti perfavore,SOLICITATION-REQ_CLARIFICATION,24
T_15_S24,"Ah, bello! Dimmi, ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare a risponderti, anche se le mie conoscenze sono ancora incomplete.",OFFER-GIVE-INFO,24
T_15_U24,fai tu hai carta bianca,SOLICITATION-REQ_CLARIFICATION,24
T_15_S25,"Alimentazione corretta e abitudini sane influiscono sul nostro aspetto, su come ci sentiamo, su quanto riusciamo a goderci la vita. Scelte alimentari intelligenti adottate nel periodo infantile e mantenute da adulti possono contribuire a ridurre il rischio di patologie quali obesita', malattie cardiache, ipertensione, diabete, alcuni tipi di cancro e osteoporosi.",PERSUASION-SUGGEST,24
T_15_U25,e allora,SOLICITATION-REQ_CLARIFICATION,24
T_15_S26,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza, un piccolo piatto di pasta o 50 grammi di gelato. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",OFFER-GIVE-INFO,24
T_15_U26,i cibi pronti sono x chi non sa cucinare e x chi non ha un buon palato la soddisfazione di preparare un buon pranzo aiuta molto e sopratutto puoi scegliere la qualita' dei prodotti da ingerire,REJECT,24
T_15_S27,Ti piacciono frutta e  verdura?,QUESTION,24
T_15_U27,si molto,STATEMENT,24
T_15_S28,"La ricerca ha dimostrato che ingerire le dosi raccomandate di Vitamina A e C, fibre e sali minerali  puo' avere diversi effetti benefici sulla salute. Le vitamine A e C depurano il sangue e sono importanti per la crescita e la rigenerazione dei tessuti.",PERSUASION-SUGGEST,24
T_15_U28,va bene,AGREE,24
T_15_S29,"Diverse ricerche a livello internazionale hanno dimostrato l'importanza di una dieta ricca di vegetali  e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. La porzione consigliata  risulta essere di circa 80 grammi:  per esempio una mela, due o tre cucchiai di verdure congelate o un bicchiere di succo di frutta. In generale, si  consiglia un consumo quotidiano di una porzione di verdura cotta e una di verdura cruda, e di due o tre porzioni di frutta fresca. Meglio ingerire la verdura fresca prima del pasto, per raggiungere rapidamente il senso di sazieta', e meglio non consumare frutta zuccherina a fine pasto, per evitare problemi di digestione.",PERSUASION-SUGGEST,24
T_15_U29,non sarebbe meglio consigliare verdure fresche di stagione piutosto che quelle congelate?,REJECT,24
T_15_S30,Si,ANSWER,24
T_15_U30,bene allora perchè continui a consigliarmi cibi congelati?,SOLICITATION-REQ_CLARIFICATION,24
T_15_S31,Cosa pensi dei miei suggerimenti? Ti sembrano convincenti?,QUESTION,24
T_15_U31,poco ti devi allenare di più comunque io mangio poca frutta in generale dipende molto dai frutti di stagione,KIND-ATTITUDE_SMALL-TALK,24
T_15_S32,"I dolci sono da evitare, ovvero da limitare a particolari occasioni. Sono da preferire i gelati alla frutta e i dolci secchi o con marmellata, evitando quelli farciti con panna o creme elaborate, e, quindi, ricchi in grassi e calorie.",PERSUASION-SUGGEST,24
T_15_U32,tu non hai capito niente della vita mi dispiace tantissimo per te. se vuoi ti do' io qualche consiglio sui dolci,REJECT,24
T_15_S33,Questa e' una buona idea!,ENCOURAGE-SORRY,24
T_15_U33,da dove vuoi inizziare?,KIND-ATTITUDE_SMALL-TALK,24
T_15_S34,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,24
T_15_U34,possiamo fare unalista dei dolci x la settimana se vuoi ?,KIND-ATTITUDE_SMALL-TALK,24
T_15_S35,Si,ANSWER,24
T_15_U35,tu quali preferisci?,KIND-ATTITUDE_SMALL-TALK,24
T_15_S36,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,24
T_15_U36,se non hai delle preferenze da dove vuiu che iniziamo?,REJECT,24
T_15_S37,Non ho altri argomenti da utilizzare per convincerti.,ANSWER,24
T_15_U37,hai poca fantasia ti va bene se il luned' inseriamo nella tua dieta una bella crostata con crema e mele?,KIND-ATTITUDE_SMALL-TALK,24
T_15_S38,Credo di si,ANSWER,24
T_15_U38,bene preferisci un pezzo di dolce diverso x la cena o finisci la crostata del pranzo?,KIND-ATTITUDE_SMALL-TALK,24
T_15_S39,Forse dimentichi che io sono un agente artificiale,TALK-ABOUT-SELF,24
T_15_U39,lo so ma non puoi far finta come posso darti conigli se mi ripeti senpre che non mangi mi deprimi così,REJECT,24
T_15_S40,"Oh, mi dispiace!",ENCOURAGE-SORRY,24
T_15_U40,scuse accettate,KIND-ATTITUDE_SMALL-TALK,24
T_15_S41,"Un eccesso di grasso corporeo costituisce un fattore di rischio elevato per lo sviluppo di molti disturbi quali malattie cardiache, pressione arteriosa alta (ipertensione), diabete di tipo 2 e alcuni tipi di cancro. Limitare la quantita' di grassi, in particolare quelli saturi, e' un elemento fondamentale di una dieta sana. I grassi saturi sono contenuti in quasi tutti gli alimenti di origine animale : ad esempio, il burro, il formaggio, la carne, il latte e lo yogurt intero.  Ma anche diversi prodotti di origine vegetale, come la margarina e gli olii di cocco e di palma, contengono grassi saturi. I grassi insaturi si trovano invece in alcuni pesci (il cosiddetto pesce azzurro) e in alcuni olii vegetali, come quello di oliva.",PERSUASION-SUGGEST,24
T_15_U41,lo so infatti io preferisco molto il pesce alla carne e spesso sostituisco l'olio di olive con quello di mais,AGREE,24
T_15_S42,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati. I carboidrati, di qualsiasi tipo, fanno bene alla salute. Aiutano a tenere sotto controllo il peso, soprattutto se abbinati ad una attivita' fisica costante, sono fondamentali per una corretta funzione intestinale e sono un combustibile importante per il cervello e i muscoli. Una dieta contenente un livello ottimale di carboidrati puo' aiutare a prevenire un accumulo di grassi, fornendo il carburante immediatamente disponibile per l'attivita' fisica, mentre la fibra alimentare aiuta l'intestino a funzionare correttamente.",PERSUASION-SUGGEST,24
T_15_U42,quali sono i carboidrati che si dovrebbero assumere?,INFO-REQUEST,24
T_15_S43,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,24
T_15_U43,come fai a darmi consigli se non mi sai indicare quali sono i carboidrati?,REJECT,24
T_15_S44,"Ma tu ti aspetti veramente troppo da me! Grazie della fiducia, ma non sono esperta in questo campo.",ANSWER,24
T_15_U44,ma tu dovresti darmi dei consigli sulla dieta ma vedo che i dati in tuo possesso sono molto limitati,REJECT,24
T_15_S45,Puo' darsi,ANSWER,24
T_15_U45,che mi dici di un bel pesso di lasagne farcite con verdure?,INFO-REQUEST,24
T_15_S46,"Chiedo scusa, non so rispondere a questa domanda. Il fritto piace a molti, ma andrebbe limitato per quanto possibile.  Cuocere nell'olio comporta diversi vantaggi: il calore si distribuisce in modo uniforme, il cibo non si attacca e il sapore rimane concentrato negli alimenti. Anche sul piano della salute, la cottura in olio e' stata rivalutata. L'alimentazione moderna, particolarmente attenta alla buona salute, ha eliminato quasi totalmente gli alimenti fritti per il loro elevato apporto calorico e per la difficile digeribilita'; in questi ultimi anni, le tecniche gastronomiche si sono evolute permettendo di conciliare i pregi della frittura con la leggerezza dei cibi, purche' si scelga un olio adatto e lo si utilizzi alla giusta temperatura.",PERSUASION-SUGGEST,24
T_15_U46,quale è l'olio adatto alla frittura? e comunque penso che se si mangi la frittura una volta alla settimana non fa male tu che ne pensi?,INFO-REQUEST,24
T_15_S47,Guai ad eliminare il piacere di mangiare!  Le regole non vanno applicate in modo troppo rigido!,ENCOURAGE-SORRY,24
T_15_U47,non hai risposto alla mia domanda comunque sono con te mangiare è un piacere e pio le regole sono fatte per essere infrante ogni tanto,AGREE,24
T_15_S48,"Ma certo! Non bisogna comunque essere troppo rigidi, nella dieta.",ENCOURAGE-SORRY,24
T_15_U48,va bene ma cosa rispondi alla mia domanda precedente?,SOLICITATION-REQ_CLARIFICATION,24
T_15_S49,Purtroppo sono poco esperta in questo campo.,ANSWER,24
T_15_U49,va bene ma cerca di informarti ok?,SOLICITATION-REQ_CLARIFICATION,24
T_15_S50,Si,ANSWER,24
T_15_U50,bene,AGREE,24
T_15_S51,"Vedo che, complessivamente, fai attenzione alla tua dieta, e ne sono contenta",ENCOURAGE-SORRY,24
T_15_U51,anche io,AGREE,24
T_15_S52,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme",OFFER-GIVE-INFO,24
T_15_U52,va bene ma penso che x aiutarmi dovresti aumentare la tua conoscenza penso che tu sia un pò limitata in questo,KIND-ATTITUDE_SMALL-TALK,24
T_15_S53,Credo di si,ANSWER,24
T_15_U53,evviva la sincerità,KIND-ATTITUDE_SMALL-TALK,24
T_15_S54,Arrivederci. E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,24
T_15_U54,tornero' quando sarai un pò più esperta cia  e buon lavoro,CLOSING,24
T_15_S55,Questa e' una buona idea! Grazie e arrivederci!,ENCOURAGE-SORRY,24
T_15_U55,ciao e arrisentirci e comunque se sgrani meno gli occhi sarebbe meglio,KIND-ATTITUDE_SMALL-TALK,24
T_15_S56,Forse dimentichi che io sono un agente artificiale,TALK-ABOUT-SELF,24
T_15_U56,va bene lho capito era solo un consiglio x darti un aspetto un pò più ...,SOLICITATION-REQ_CLARIFICATION,24
T_15_S57,Grazie e arrivederci!,CLOSING,24
T_15_U57,me l'hai gia detto cia,KIND-ATTITUDE_SMALL-TALK,24
