Utterance,Dialogue_Act,Speaker,Dialogue_ID
"ja gut",ACCEPT,B,1804
"liegt zentral hat einen Konferenzraum und eine Sauna",INFORM,A,1805
"ja",FEEDBACK_POSITIVE,B,1805
"mhm",BACKCHANNEL,B,1805
"ja gut",ACCEPT,B,1805
"ja",ACCEPT,B,1805
"ja",FEEDBACK_POSITIVE,B,1806
"mhm",BACKCHANNEL,B,1806
"ja gut",ACCEPT,B,1806
"ja",ACCEPT,B,1806
"wenn da noch etwas frei ist",INFORM,B,1806
"mhm",BACKCHANNEL,B,1807
"ja gut",ACCEPT,B,1807
"ja",ACCEPT,B,1807
"wenn da noch etwas frei ist",INFORM,B,1807
"<äh> die Preiskategorie wäre eins fünfunddreißig drei neunundfünfzig das",INFORM,A,1807
"ja gut",ACCEPT,B,1808
"ja",ACCEPT,B,1808
"wenn da noch etwas frei ist",INFORM,B,1808
"<äh> die Preiskategorie wäre eins fünfunddreißig drei neunundfünfzig das",INFORM,A,1808
"bedeutet für ein Einzelzimmer also hundert fünfunddreißig Mark",INFORM,A,1808
"ja",ACCEPT,B,1809
"wenn da noch etwas frei ist",INFORM,B,1809
"<äh> die Preiskategorie wäre eins fünfunddreißig drei neunundfünfzig das",INFORM,A,1809
"bedeutet für ein Einzelzimmer also hundert fünfunddreißig Mark",INFORM,A,1809
"mhm",BACKCHANNEL,B,1809
"wenn da noch etwas frei ist",INFORM,B,1810
"<äh> die Preiskategorie wäre eins fünfunddreißig drei neunundfünfzig das",INFORM,A,1810
"bedeutet für ein Einzelzimmer also hundert fünfunddreißig Mark",INFORM,A,1810
"mhm",BACKCHANNEL,B,1810
"ja",FEEDBACK_POSITIVE,B,1810
"<äh> die Preiskategorie wäre eins fünfunddreißig drei neunundfünfzig das",INFORM,A,1811
"bedeutet für ein Einzelzimmer also hundert fünfunddreißig Mark",INFORM,A,1811
"mhm",BACKCHANNEL,B,1811
"ja",FEEDBACK_POSITIVE,B,1811
"ist allerdings das teuerste von den dreien aber liegen recht eng zusammen",INFORM,A,1811
"bedeutet für ein Einzelzimmer also hundert fünfunddreißig Mark",INFORM,A,1812
"mhm",BACKCHANNEL,B,1812
"ja",FEEDBACK_POSITIVE,B,1812
"ist allerdings das teuerste von den dreien aber liegen recht eng zusammen",INFORM,A,1812
"mhm",BACKCHANNEL,B,1812
"mhm",BACKCHANNEL,B,1813
"ja",FEEDBACK_POSITIVE,B,1813
"ist allerdings das teuerste von den dreien aber liegen recht eng zusammen",INFORM,A,1813
"mhm",BACKCHANNEL,B,1813
"ja warum nicht",REQUEST_COMMENT,B,1813
"ja",FEEDBACK_POSITIVE,B,1814
"ist allerdings das teuerste von den dreien aber liegen recht eng zusammen",INFORM,A,1814
"mhm",BACKCHANNEL,B,1814
"ja warum nicht",REQUEST_COMMENT,B,1814
"hm nehmen wir das",ACCEPT,B,1814
"ist allerdings das teuerste von den dreien aber liegen recht eng zusammen",INFORM,A,1815
"mhm",BACKCHANNEL,B,1815
"ja warum nicht",REQUEST_COMMENT,B,1815
"hm nehmen wir das",ACCEPT,B,1815
"nehmen wir das ne",ACCEPT,A,1815
"mhm",BACKCHANNEL,B,1816
"ja warum nicht",REQUEST_COMMENT,B,1816
"hm nehmen wir das",ACCEPT,B,1816
"nehmen wir das ne",ACCEPT,A,1816
"sage ich mal Bescheid zwei Einzelzimmer",COMMIT,A,1816
"ja warum nicht",REQUEST_COMMENT,B,1817
"hm nehmen wir das",ACCEPT,B,1817
"nehmen wir das ne",ACCEPT,A,1817
"sage ich mal Bescheid zwei Einzelzimmer",COMMIT,A,1817
"ja",ACCEPT,B,1817
"hm nehmen wir das",ACCEPT,B,1818
"nehmen wir das ne",ACCEPT,A,1818
"sage ich mal Bescheid zwei Einzelzimmer",COMMIT,A,1818
"ja",ACCEPT,B,1818
"dann <ähm> müssen wir sonst noch etwas besprechen",REQUEST_SUGGEST,B,1818
"nehmen wir das ne",ACCEPT,A,1819
"sage ich mal Bescheid zwei Einzelzimmer",COMMIT,A,1819
"ja",ACCEPT,B,1819
"dann <ähm> müssen wir sonst noch etwas besprechen",REQUEST_SUGGEST,B,1819
"na ich denke wir können uns überlegen was wir abends veranstalten",INIT,A,1819
"sage ich mal Bescheid zwei Einzelzimmer",COMMIT,A,1820
"ja",ACCEPT,B,1820
"dann <ähm> müssen wir sonst noch etwas besprechen",REQUEST_SUGGEST,B,1820
"na ich denke wir können uns überlegen was wir abends veranstalten",INIT,A,1820
"zur Erholung",INFORM,A,1820
"ja",ACCEPT,B,1821
"dann <ähm> müssen wir sonst noch etwas besprechen",REQUEST_SUGGEST,B,1821
"na ich denke wir können uns überlegen was wir abends veranstalten",INIT,A,1821
"zur Erholung",INFORM,A,1821
"ja zur Erholung",DELIBERATE,B,1821
"dann <ähm> müssen wir sonst noch etwas besprechen",REQUEST_SUGGEST,B,1822
"na ich denke wir können uns überlegen was wir abends veranstalten",INIT,A,1822
"zur Erholung",INFORM,A,1822
"ja zur Erholung",DELIBERATE,B,1822
"also ich kenne ein ganz gutes vegetarisches Restaurant in Hannover",SUGGEST,B,1822
"na ich denke wir können uns überlegen was wir abends veranstalten",INIT,A,1823
"zur Erholung",INFORM,A,1823
"ja zur Erholung",DELIBERATE,B,1823
"also ich kenne ein ganz gutes vegetarisches Restaurant in Hannover",SUGGEST,B,1823
"ja könnte ich auch probieren bin",ACCEPT,A,1823
"zur Erholung",INFORM,A,1824
"ja zur Erholung",DELIBERATE,B,1824
"also ich kenne ein ganz gutes vegetarisches Restaurant in Hannover",SUGGEST,B,1824
"ja könnte ich auch probieren bin",ACCEPT,A,1824
"ich normalerweise nicht aber",INFORM,A,1824
"ja zur Erholung",DELIBERATE,B,1825
"also ich kenne ein ganz gutes vegetarisches Restaurant in Hannover",SUGGEST,B,1825
"ja könnte ich auch probieren bin",ACCEPT,A,1825
"ich normalerweise nicht aber",INFORM,A,1825
"ja gut",ACCEPT,B,1825
"also ich kenne ein ganz gutes vegetarisches Restaurant in Hannover",SUGGEST,B,1826
"ja könnte ich auch probieren bin",ACCEPT,A,1826
"ich normalerweise nicht aber",INFORM,A,1826
"ja gut",ACCEPT,B,1826
"können wir gerne machen",FEEDBACK_POSITIVE,A,1826
"ja könnte ich auch probieren bin",ACCEPT,A,1827
"ich normalerweise nicht aber",INFORM,A,1827
"ja gut",ACCEPT,B,1827
"können wir gerne machen",FEEDBACK_POSITIVE,A,1827
"mhm",BACKCHANNEL,B,1827
"ich normalerweise nicht aber",INFORM,A,1828
"ja gut",ACCEPT,B,1828
"können wir gerne machen",FEEDBACK_POSITIVE,A,1828
"mhm",BACKCHANNEL,B,1828
"ja ich denke das wäre es jetzt erst mal",CLOSE,B,1828
"ja gut",ACCEPT,B,1829
"können wir gerne machen",FEEDBACK_POSITIVE,A,1829
"mhm",BACKCHANNEL,B,1829
"ja ich denke das wäre es jetzt erst mal",CLOSE,B,1829
"falls wir noch etwas besprechen müssen können mich ja noch mal melden",DEFER,B,1829
"können wir gerne machen",FEEDBACK_POSITIVE,A,1830
"mhm",BACKCHANNEL,B,1830
"ja ich denke das wäre es jetzt erst mal",CLOSE,B,1830
"falls wir noch etwas besprechen müssen können mich ja noch mal melden",DEFER,B,1830
"ja",FEEDBACK_POSITIVE,A,1830
"mhm",BACKCHANNEL,B,1831
"ja ich denke das wäre es jetzt erst mal",CLOSE,B,1831
"falls wir noch etwas besprechen müssen können mich ja noch mal melden",DEFER,B,1831
"ja",FEEDBACK_POSITIVE,A,1831
"ne",REQUEST_COMMENT,B,1831
"ja ich denke das wäre es jetzt erst mal",CLOSE,B,1832
"falls wir noch etwas besprechen müssen können mich ja noch mal melden",DEFER,B,1832
"ja",FEEDBACK_POSITIVE,A,1832
"ne",REQUEST_COMMENT,B,1832
"gut",FEEDBACK_POSITIVE,B,1832
"falls wir noch etwas besprechen müssen können mich ja noch mal melden",DEFER,B,1833
"ja",FEEDBACK_POSITIVE,A,1833
"ne",REQUEST_COMMENT,B,1833
"gut",FEEDBACK_POSITIVE,B,1833
"okay",FEEDBACK_POSITIVE,A,1833
"ja",FEEDBACK_POSITIVE,A,1834
"ne",REQUEST_COMMENT,B,1834
"gut",FEEDBACK_POSITIVE,B,1834
"okay",FEEDBACK_POSITIVE,A,1834
"ja dann <ähm> bis zum sechsundzwanzigsten",BYE,B,1834
"ne",REQUEST_COMMENT,B,1835
"gut",FEEDBACK_POSITIVE,B,1835
"okay",FEEDBACK_POSITIVE,A,1835
"ja dann <ähm> bis zum sechsundzwanzigsten",BYE,B,1835
"ja dann",BYE,A,1835
"gut",FEEDBACK_POSITIVE,B,1836
"okay",FEEDBACK_POSITIVE,A,1836
"ja dann <ähm> bis zum sechsundzwanzigsten",BYE,B,1836
"ja dann",BYE,A,1836
"ja okay",FEEDBACK_POSITIVE,A,1836
"okay",FEEDBACK_POSITIVE,A,1837
"ja dann <ähm> bis zum sechsundzwanzigsten",BYE,B,1837
"ja dann",BYE,A,1837
"ja okay",FEEDBACK_POSITIVE,A,1837
"gut",FEEDBACK_POSITIVE,B,1837
"ja dann <ähm> bis zum sechsundzwanzigsten",BYE,B,1838
"ja dann",BYE,A,1838
"ja okay",FEEDBACK_POSITIVE,A,1838
"gut",FEEDBACK_POSITIVE,B,1838
"auf Wiedersehen",BYE,B,1838
"ja dann",BYE,A,1839
"ja okay",FEEDBACK_POSITIVE,A,1839
"gut",FEEDBACK_POSITIVE,B,1839
"auf Wiedersehen",BYE,B,1839
"auf Wiedersehen",BYE,A,1839
"grüß Gott Herr Barth",GREET,B,1840
"ich bin gekommen <ähm> weil Sie wissen ja wir müssen dann diese Filiale in Hannover besuchen",INIT,A,1840
"<ähm> und da wollte ich mich jetzt mal erkundigen wie wir da den Termin am besten legen",REQUEST_SUGGEST,A,1840
"ja wann haben Sie denn Zeit",REQUEST_SUGGEST,B,1840
"wir haben ja beide Kam <äh> Terminkalender",DELIBERATE,B,1840
"ich bin gekommen <ähm> weil Sie wissen ja wir müssen dann diese Filiale in Hannover besuchen",INIT,A,1841
"<ähm> und da wollte ich mich jetzt mal erkundigen wie wir da den Termin am besten legen",REQUEST_SUGGEST,A,1841
"ja wann haben Sie denn Zeit",REQUEST_SUGGEST,B,1841
"wir haben ja beide Kam <äh> Terminkalender",DELIBERATE,B,1841
"ja ist natürlich nicht so einfach",FEEDBACK_NEGATIVE,A,1841
"<ähm> und da wollte ich mich jetzt mal erkundigen wie wir da den Termin am besten legen",REQUEST_SUGGEST,A,1842
"ja wann haben Sie denn Zeit",REQUEST_SUGGEST,B,1842
"wir haben ja beide Kam <äh> Terminkalender",DELIBERATE,B,1842
"ja ist natürlich nicht so einfach",FEEDBACK_NEGATIVE,A,1842
"<ähm> ich würde sagen geht es bei Ihnen noch im Januar",SUGGEST,A,1842
"ja wann haben Sie denn Zeit",REQUEST_SUGGEST,B,1843
"wir haben ja beide Kam <äh> Terminkalender",DELIBERATE,B,1843
"ja ist natürlich nicht so einfach",FEEDBACK_NEGATIVE,A,1843
"<ähm> ich würde sagen geht es bei Ihnen noch im Januar",SUGGEST,A,1843
"im Januar habe ich den achten und den neunten Januar habe ich eine Besprechung und Elternabend",EXCLUDE,B,1843
"wir haben ja beide Kam <äh> Terminkalender",DELIBERATE,B,1844
"ja ist natürlich nicht so einfach",FEEDBACK_NEGATIVE,A,1844
"<ähm> ich würde sagen geht es bei Ihnen noch im Januar",SUGGEST,A,1844
"im Januar habe ich den achten und den neunten Januar habe ich eine Besprechung und Elternabend",EXCLUDE,B,1844
"vierzehnten fünfzehnten und sechzehnten Januar habe ich eine Messe da muß ich hin",EXCLUDE,B,1844
"ja ist natürlich nicht so einfach",FEEDBACK_NEGATIVE,A,1845
"<ähm> ich würde sagen geht es bei Ihnen noch im Januar",SUGGEST,A,1845
"im Januar habe ich den achten und den neunten Januar habe ich eine Besprechung und Elternabend",EXCLUDE,B,1845
"vierzehnten fünfzehnten und sechzehnten Januar habe ich eine Messe da muß ich hin",EXCLUDE,B,1845
"und dann am zwanzigsten habe ich keine Zeit",EXCLUDE,B,1845
"<ähm> ich würde sagen geht es bei Ihnen noch im Januar",SUGGEST,A,1846
"im Januar habe ich den achten und den neunten Januar habe ich eine Besprechung und Elternabend",EXCLUDE,B,1846
"vierzehnten fünfzehnten und sechzehnten Januar habe ich eine Messe da muß ich hin",EXCLUDE,B,1846
"und dann am zwanzigsten habe ich keine Zeit",EXCLUDE,B,1846
"haben Sie Anfang Januar noch irgendwie Zeit",SUGGEST,B,1846
"im Januar habe ich den achten und den neunten Januar habe ich eine Besprechung und Elternabend",EXCLUDE,B,1847
"vierzehnten fünfzehnten und sechzehnten Januar habe ich eine Messe da muß ich hin",EXCLUDE,B,1847
"und dann am zwanzigsten habe ich keine Zeit",EXCLUDE,B,1847
"haben Sie Anfang Januar noch irgendwie Zeit",SUGGEST,B,1847
"also Anfang Januar geht bei mir nicht bis zum elften",REJECT,A,1847
"vierzehnten fünfzehnten und sechzehnten Januar habe ich eine Messe da muß ich hin",EXCLUDE,B,1848
"und dann am zwanzigsten habe ich keine Zeit",EXCLUDE,B,1848
"haben Sie Anfang Januar noch irgendwie Zeit",SUGGEST,B,1848
"also Anfang Januar geht bei mir nicht bis zum elften",REJECT,A,1848
"also ich komme am z zwölften wieder",INFORM,A,1848
"und dann am zwanzigsten habe ich keine Zeit",EXCLUDE,B,1849
"haben Sie Anfang Januar noch irgendwie Zeit",SUGGEST,B,1849
"also Anfang Januar geht bei mir nicht bis zum elften",REJECT,A,1849
"also ich komme am z zwölften wieder",INFORM,A,1849
"vorher bin ich in Urlaub",GIVE_REASON,A,1849
"haben Sie Anfang Januar noch irgendwie Zeit",SUGGEST,B,1850
"also Anfang Januar geht bei mir nicht bis zum elften",REJECT,A,1850
"also ich komme am z zwölften wieder",INFORM,A,1850
"vorher bin ich in Urlaub",GIVE_REASON,A,1850
"<ähm> was ich anbieten könnte wäre vierzehnter oder fünfzehnter Januar",SUGGEST,A,1850
"also Anfang Januar geht bei mir nicht bis zum elften",REJECT,A,1851
"also ich komme am z zwölften wieder",INFORM,A,1851
"vorher bin ich in Urlaub",GIVE_REASON,A,1851
"<ähm> was ich anbieten könnte wäre vierzehnter oder fünfzehnter Januar",SUGGEST,A,1851
"wie steht es da bei Ihnen",REQUEST_COMMENT,A,1851
"also ich komme am z zwölften wieder",INFORM,A,1852
"vorher bin ich in Urlaub",GIVE_REASON,A,1852
"<ähm> was ich anbieten könnte wäre vierzehnter oder fünfzehnter Januar",SUGGEST,A,1852
"wie steht es da bei Ihnen",REQUEST_COMMENT,A,1852
"ja da muß ich ja leider zur Messe",EXPLAINED_REJECT,B,1852
"vorher bin ich in Urlaub",GIVE_REASON,A,1853
"<ähm> was ich anbieten könnte wäre vierzehnter oder fünfzehnter Januar",SUGGEST,A,1853
"wie steht es da bei Ihnen",REQUEST_COMMENT,A,1853
"ja da muß ich ja leider zur Messe",EXPLAINED_REJECT,B,1853
"ach so <ähm> <hm> gleich am zwölften Januar",SUGGEST,A,1853
"<ähm> was ich anbieten könnte wäre vierzehnter oder fünfzehnter Januar",SUGGEST,A,1854
"wie steht es da bei Ihnen",REQUEST_COMMENT,A,1854
"ja da muß ich ja leider zur Messe",EXPLAINED_REJECT,B,1854
"ach so <ähm> <hm> gleich am zwölften Januar",SUGGEST,A,1854
"halt nein Moment am dreizehnten habe ich Konferenz dann",EXPLAINED_REJECT,A,1854
"wie steht es da bei Ihnen",REQUEST_COMMENT,A,1855
"ja da muß ich ja leider zur Messe",EXPLAINED_REJECT,B,1855
"ach so <ähm> <hm> gleich am zwölften Januar",SUGGEST,A,1855
"halt nein Moment am dreizehnten habe ich Konferenz dann",EXPLAINED_REJECT,A,1855
"dann geht es eigentlich erst wieder puh oh <ähm> achtundzwanzigsten neunundzwanzigsten",SUGGEST,A,1855
"ja da muß ich ja leider zur Messe",EXPLAINED_REJECT,B,1856
"ach so <ähm> <hm> gleich am zwölften Januar",SUGGEST,A,1856
"halt nein Moment am dreizehnten habe ich Konferenz dann",EXPLAINED_REJECT,A,1856
"dann geht es eigentlich erst wieder puh oh <ähm> achtundzwanzigsten neunundzwanzigsten",SUGGEST,A,1856
"<hm>",NOT_CLASSIFIABLE,B,1856
"ach so <ähm> <hm> gleich am zwölften Januar",SUGGEST,A,1857
"halt nein Moment am dreizehnten habe ich Konferenz dann",EXPLAINED_REJECT,A,1857
"dann geht es eigentlich erst wieder puh oh <ähm> achtundzwanzigsten neunundzwanzigsten",SUGGEST,A,1857
"<hm>",NOT_CLASSIFIABLE,B,1857
"ja das ginge bei mir auch",ACCEPT,B,1857
"halt nein Moment am dreizehnten habe ich Konferenz dann",EXPLAINED_REJECT,A,1858
"dann geht es eigentlich erst wieder puh oh <ähm> achtundzwanzigsten neunundzwanzigsten",SUGGEST,A,1858
"<hm>",NOT_CLASSIFIABLE,B,1858
"ja das ginge bei mir auch",ACCEPT,B,1858
"achtundzwanzigster neunundzwanzigster geht",REQUEST_CLARIFY,A,1858
"dann geht es eigentlich erst wieder puh oh <ähm> achtundzwanzigsten neunundzwanzigsten",SUGGEST,A,1859
"<hm>",NOT_CLASSIFIABLE,B,1859
"ja das ginge bei mir auch",ACCEPT,B,1859
"achtundzwanzigster neunundzwanzigster geht",REQUEST_CLARIFY,A,1859
"ja",FEEDBACK_POSITIVE,B,1859
"<hm>",NOT_CLASSIFIABLE,B,1860
"ja das ginge bei mir auch",ACCEPT,B,1860
"achtundzwanzigster neunundzwanzigster geht",REQUEST_CLARIFY,A,1860
"ja",FEEDBACK_POSITIVE,B,1860
"das ist ja gut <ähm> dann könnten wir das doch gleich mal festhalten",CLOSE,A,1860
"ja das ginge bei mir auch",ACCEPT,B,1861
"achtundzwanzigster neunundzwanzigster geht",REQUEST_CLARIFY,A,1861
"ja",FEEDBACK_POSITIVE,B,1861
"das ist ja gut <ähm> dann könnten wir das doch gleich mal festhalten",CLOSE,A,1861
"würde ich auch sagen",FEEDBACK_POSITIVE,B,1861
"achtundzwanzigster neunundzwanzigster geht",REQUEST_CLARIFY,A,1862
"ja",FEEDBACK_POSITIVE,B,1862
"das ist ja gut <ähm> dann könnten wir das doch gleich mal festhalten",CLOSE,A,1862
"würde ich auch sagen",FEEDBACK_POSITIVE,B,1862
"diese beiden Tage das ist Mittwoch und Donnerstag dann",CLARIFY,A,1862
"ja",FEEDBACK_POSITIVE,B,1863
"das ist ja gut <ähm> dann könnten wir das doch gleich mal festhalten",CLOSE,A,1863
"würde ich auch sagen",FEEDBACK_POSITIVE,B,1863
"diese beiden Tage das ist Mittwoch und Donnerstag dann",CLARIFY,A,1863
"jetzt müssen wir uns nur noch drüber unterhalten <äh> wie wir da hinkommen",INIT,A,1863
"das ist ja gut <ähm> dann könnten wir das doch gleich mal festhalten",CLOSE,A,1864
"würde ich auch sagen",FEEDBACK_POSITIVE,B,1864
"diese beiden Tage das ist Mittwoch und Donnerstag dann",CLARIFY,A,1864
"jetzt müssen wir uns nur noch drüber unterhalten <äh> wie wir da hinkommen",INIT,A,1864
"ja also mir wäre ganz lieb mit dem Zug zu fahren",SUGGEST,B,1864
"würde ich auch sagen",FEEDBACK_POSITIVE,B,1865
"diese beiden Tage das ist Mittwoch und Donnerstag dann",CLARIFY,A,1865
"jetzt müssen wir uns nur noch drüber unterhalten <äh> wie wir da hinkommen",INIT,A,1865
"ja also mir wäre ganz lieb mit dem Zug zu fahren",SUGGEST,B,1865
"weil ich ja auch <ähm> die Umwelt schonen möchte und Flugzeuge sind nur was für Snobs",GIVE_REASON,B,1865
"diese beiden Tage das ist Mittwoch und Donnerstag dann",CLARIFY,A,1866
"jetzt müssen wir uns nur noch drüber unterhalten <äh> wie wir da hinkommen",INIT,A,1866
"ja also mir wäre ganz lieb mit dem Zug zu fahren",SUGGEST,B,1866
"weil ich ja auch <ähm> die Umwelt schonen möchte und Flugzeuge sind nur was für Snobs",GIVE_REASON,B,1866
"mit dem Pf mit dem Zug",ACCEPT,A,1866
"jetzt müssen wir uns nur noch drüber unterhalten <äh> wie wir da hinkommen",INIT,A,1867
"ja also mir wäre ganz lieb mit dem Zug zu fahren",SUGGEST,B,1867
"weil ich ja auch <ähm> die Umwelt schonen möchte und Flugzeuge sind nur was für Snobs",GIVE_REASON,B,1867
"mit dem Pf mit dem Zug",ACCEPT,A,1867
"<ähm> ich verstehe",ACCEPT,A,1867
"und Sie wissen ja wie weit das ist außerhalb Münchens",INFORM,B,1868
"ja da haben Sie natürlich recht",FEEDBACK_POSITIVE,A,1868
"gut also ich bin auch für den Zug",INFORM,A,1868
"<ähm> ja w <häs> vier Uhr sechsundfünfzig",DELIBERATE,A,1868
"wann wann sollten wir denn vielleicht hinfahren",REQUEST_SUGGEST,A,1868
"ja da haben Sie natürlich recht",FEEDBACK_POSITIVE,A,1869
"gut also ich bin auch für den Zug",INFORM,A,1869
"<ähm> ja w <häs> vier Uhr sechsundfünfzig",DELIBERATE,A,1869
"wann wann sollten wir denn vielleicht hinfahren",REQUEST_SUGGEST,A,1869
"<ähm>",NOT_CLASSIFIABLE,A,1869
"gut also ich bin auch für den Zug",INFORM,A,1870
"<ähm> ja w <häs> vier Uhr sechsundfünfzig",DELIBERATE,A,1870
"wann wann sollten wir denn vielleicht hinfahren",REQUEST_SUGGEST,A,1870
"<ähm>",NOT_CLASSIFIABLE,A,1870
"ausschlafen sollten wir schon",INFORM,B,1870
"<ähm> ja w <häs> vier Uhr sechsundfünfzig",DELIBERATE,A,1871
"wann wann sollten wir denn vielleicht hinfahren",REQUEST_SUGGEST,A,1871
"<ähm>",NOT_CLASSIFIABLE,A,1871
"ausschlafen sollten wir schon",INFORM,B,1871
"ausschlafen sollten wir schon da haben Sie völlig recht",FEEDBACK_POSITIVE,A,1871
"wann wann sollten wir denn vielleicht hinfahren",REQUEST_SUGGEST,A,1872
"<ähm>",NOT_CLASSIFIABLE,A,1872
"ausschlafen sollten wir schon",INFORM,B,1872
"ausschlafen sollten wir schon da haben Sie völlig recht",FEEDBACK_POSITIVE,A,1872
"ich würde mal vorschlagen neun Uhr sechsundfünfzig ab München",SUGGEST,A,1872
"<ähm>",NOT_CLASSIFIABLE,A,1873
"ausschlafen sollten wir schon",INFORM,B,1873
"ausschlafen sollten wir schon da haben Sie völlig recht",FEEDBACK_POSITIVE,A,1873
"ich würde mal vorschlagen neun Uhr sechsundfünfzig ab München",SUGGEST,A,1873
"ja das ist ein sehr guter Zeitpunkt",ACCEPT,B,1873
"ausschlafen sollten wir schon",INFORM,B,1874
"ausschlafen sollten wir schon da haben Sie völlig recht",FEEDBACK_POSITIVE,A,1874
"ich würde mal vorschlagen neun Uhr sechsundfünfzig ab München",SUGGEST,A,1874
"ja das ist ein sehr guter Zeitpunkt",ACCEPT,B,1874
"wunderbar dann sind wir um dreizehn Uhr vierzehn Uhr ungefähr in Hannover",INFORM,A,1874
"ausschlafen sollten wir schon da haben Sie völlig recht",FEEDBACK_POSITIVE,A,1875
"ich würde mal vorschlagen neun Uhr sechsundfünfzig ab München",SUGGEST,A,1875
"ja das ist ein sehr guter Zeitpunkt",ACCEPT,B,1875
"wunderbar dann sind wir um dreizehn Uhr vierzehn Uhr ungefähr in Hannover",INFORM,A,1875
"und zurückfahren dann am Donnerstag <ähm> gegen Abend würde ich sagen",SUGGEST,A,1875
"ich würde mal vorschlagen neun Uhr sechsundfünfzig ab München",SUGGEST,A,1876
"ja das ist ein sehr guter Zeitpunkt",ACCEPT,B,1876
"wunderbar dann sind wir um dreizehn Uhr vierzehn Uhr ungefähr in Hannover",INFORM,A,1876
"und zurückfahren dann am Donnerstag <ähm> gegen Abend würde ich sagen",SUGGEST,A,1876
"ist das richtig",REQUEST_COMMENT,A,1876
"ja das ist ein sehr guter Zeitpunkt",ACCEPT,B,1877
"wunderbar dann sind wir um dreizehn Uhr vierzehn Uhr ungefähr in Hannover",INFORM,A,1877
"und zurückfahren dann am Donnerstag <ähm> gegen Abend würde ich sagen",SUGGEST,A,1877
"ist das richtig",REQUEST_COMMENT,A,1877
"<hm> ja wenn wir so lange brauchen würden",ACCEPT,B,1877
"aber ja das können wir ja dann noch am Mittwoch abend erledigen",INFORM,A,1878
"aber Donnerstag würde ich sagen daß wir <ähm> gegen <häs> fünfzehn Uhr wieder zurückfahren",SUGGEST,A,1878
"wäre das in Ordnung",REQUEST_COMMENT,A,1878
"das ist in Ordnung",ACCEPT,B,1878
"das wäre dann um fünfzehn Uhr siebenundzwanzig",SUGGEST,A,1878
"aber Donnerstag würde ich sagen daß wir <ähm> gegen <häs> fünfzehn Uhr wieder zurückfahren",SUGGEST,A,1879
"wäre das in Ordnung",REQUEST_COMMENT,A,1879
"das ist in Ordnung",ACCEPT,B,1879
"das wäre dann um fünfzehn Uhr siebenundzwanzig",SUGGEST,A,1879
"dann sind wir um zwanzig Uhr in München",INFORM,A,1879
"wäre das in Ordnung",REQUEST_COMMENT,A,1880
"das ist in Ordnung",ACCEPT,B,1880
"das wäre dann um fünfzehn Uhr siebenundzwanzig",SUGGEST,A,1880
"dann sind wir um zwanzig Uhr in München",INFORM,A,1880
"das wäre doch gut",INFORM,A,1880
"das ist in Ordnung",ACCEPT,B,1881
"das wäre dann um fünfzehn Uhr siebenundzwanzig",SUGGEST,A,1881
"dann sind wir um zwanzig Uhr in München",INFORM,A,1881
"das wäre doch gut",INFORM,A,1881
"das ist schön",ACCEPT,B,1881
"das wäre dann um fünfzehn Uhr siebenundzwanzig",SUGGEST,A,1882
"dann sind wir um zwanzig Uhr in München",INFORM,A,1882
"das wäre doch gut",INFORM,A,1882
"das ist schön",ACCEPT,B,1882
"wunderbar so machen wir das",CLOSE,A,1882
"dann sind wir um zwanzig Uhr in München",INFORM,A,1883
"das wäre doch gut",INFORM,A,1883
"das ist schön",ACCEPT,B,1883
"wunderbar so machen wir das",CLOSE,A,1883
"gut ich habe auch schon Hotels in Hannover ausgeschaut",INIT,B,1883
"das wäre doch gut",INFORM,A,1884
"das ist schön",ACCEPT,B,1884
"wunderbar so machen wir das",CLOSE,A,1884
"gut ich habe auch schon Hotels in Hannover ausgeschaut",INIT,B,1884
"und zwar gibt es da das Maritim-Hotel Hannover",SUGGEST,B,1884
"aber Preise interessieren uns ja gar nicht",INFORM,B,1885
"dann habe ich das Hotel Luisenhof",SUGGEST,B,1885
"das ist fünf Minuten vom Hauptbahnhof",INFORM,B,1885
"und dann noch das Hotel Loccumer-Hof",SUGGEST,B,1885
"das ist auch beim Hauptbahnhof hat sogar ein Schwimm Dampfbad und eine Pianobar",INFORM,B,1885
"dann habe ich das Hotel Luisenhof",SUGGEST,B,1886
"das ist fünf Minuten vom Hauptbahnhof",INFORM,B,1886
"und dann noch das Hotel Loccumer-Hof",SUGGEST,B,1886
"das ist auch beim Hauptbahnhof hat sogar ein Schwimm Dampfbad und eine Pianobar",INFORM,B,1886
"das ist doch schön <äh> zum Frauen aufreißen",INFORM,B,1886
"das ist fünf Minuten vom Hauptbahnhof",INFORM,B,1887
"und dann noch das Hotel Loccumer-Hof",SUGGEST,B,1887
"das ist auch beim Hauptbahnhof hat sogar ein Schwimm Dampfbad und eine Pianobar",INFORM,B,1887
"das ist doch schön <äh> zum Frauen aufreißen",INFORM,B,1887
"das ist sehr gut",FEEDBACK_POSITIVE,A,1887
"und dann noch das Hotel Loccumer-Hof",SUGGEST,B,1888
"das ist auch beim Hauptbahnhof hat sogar ein Schwimm Dampfbad und eine Pianobar",INFORM,B,1888
"das ist doch schön <äh> zum Frauen aufreißen",INFORM,B,1888
"das ist sehr gut",FEEDBACK_POSITIVE,A,1888
"das",NOT_CLASSIFIABLE,A,1888
"das ist auch beim Hauptbahnhof hat sogar ein Schwimm Dampfbad und eine Pianobar",INFORM,B,1889
